"Parent1","Parent2","Yield_param.df.Par1","Yield_param.df.Par2","Yield_param.df.midPar.Pheno","Yield_param.df.midPar.GEBV","Yield_param.df.pred.mu","Yield_param.df.pred.mu_sd","Yield_param.df.pred.varG","Yield_param.df.pred.varG_sd","Yield_param.df.mu.sp_low","Yield_param.df.mu.sp_high","Yield_param.df.low.resp_DON","Yield_param.df.high.resp_DON","Yield_param.df.cor_w._DON","DON_param.df.Par1","DON_param.df.Par2","DON_param.df.midPar.Pheno","DON_param.df.midPar.GEBV","DON_param.df.pred.mu","DON_param.df.pred.mu_sd","DON_param.df.pred.varG","DON_param.df.pred.varG_sd","DON_param.df.mu.sp_low","DON_param.df.mu.sp_high","DON_param.df.low.resp_Yield","DON_param.df.high.resp_Yield","DON_param.df.cor_w._Yield"
"SC001","TX017","SC001","TX017",77.18,69.68,69.71,0.14,4.69,0.45,65.95,73.42,12.62,12.26,-0.07,"SC001","TX017",NA,12.43,12.4,0.09,1.75,0.15,10.15,14.73,69.93,69.22,-0.07
"SC001","TX018","SC001","TX018",79.48,71.15,71.16,0.12,3.35,0.32,67.96,74.33,11.21,12.07,0.27,"SC001","TX018",NA,11.68,11.67,0.05,0.84,0.07,10.09,13.23,70.28,72.02,0.27
"SC001","TX021","SC001","TX021",80.25,72.52,72.55,0.13,3.7,0.35,69.21,75.85,12.82,13.5,0.19,"SC001","TX021",NA,13.18,13.16,0.08,1.23,0.11,11.26,15.11,71.96,73.25,0.19
"SC001","TX023","SC001","TX023",84.44,73.8,73.8,0.16,4.85,0.44,70,77.64,12.68,12.91,0.07,"SC001","TX023",NA,12.85,12.86,0.07,1.38,0.16,10.81,14.88,73.46,74.02,0.07
"SC001","VA028","SC001","VA028",NA,73.3,73.35,0.17,6.11,0.68,69,77.58,7.97,8.56,0.1,"SC001","VA028",NA,8.28,8.3,0.09,2.76,0.27,5.47,11.12,72.76,73.75,0.1
"SC001","VA029","SC001","VA029",NA,72.74,72.76,0.16,5.36,0.6,68.76,76.8,9.34,9.82,0.12,"SC001","VA029",NA,9.61,9.64,0.09,1.81,0.17,7.32,11.96,72.11,73.23,0.12
"SC001","VA031","SC001","VA031",NA,72.39,72.4,0.14,3.3,0.31,69.2,75.57,8.86,9.93,0.25,"SC001","VA031",NA,9.41,9.42,0.08,1.68,0.17,7.19,11.65,71.48,73.13,0.25
"SC001","VA157","SC001","VA157",NA,70.83,70.88,0.11,3.54,0.37,67.62,74.14,10.73,11.06,0.1,"SC001","VA157",NA,10.87,10.88,0.08,1.49,0.15,8.78,13,70.47,71.19,0.1
"SC004","SC005","SC004","SC005",76.47,73.09,73.03,0.14,4.38,0.46,69.41,76.71,9.48,9.28,-0.07,"SC004","SC005",NA,9.36,9.35,0.09,1.32,0.11,7.37,11.36,73.23,72.76,-0.07
"SC004","SC037","SC004","SC037",79.57,72.71,72.75,0.12,4.02,0.39,69.23,76.25,9.97,9.99,0.01,"SC004","SC037",NA,9.98,9.96,0.09,1.46,0.16,7.86,12.05,72.69,72.87,0.01
"SC004","TX017","SC004","TX017",75.31,70.19,70.19,0.15,5.8,0.61,66,74.39,12.88,11.87,-0.18,"SC004","TX017",NA,12.38,12.34,0.14,2.44,0.18,9.74,15.07,70.8,69.41,-0.18
"SC004","TX018","SC004","TX018",77.62,71.67,71.65,0.15,4.3,0.39,68.09,75.25,12.14,10.98,-0.27,"SC004","TX018",NA,11.63,11.6,0.09,1.59,0.14,9.41,13.78,72.64,70.63,-0.27
"SC004","TX021","SC004","TX021",78.38,73.03,73.03,0.17,5.92,0.69,68.84,77.22,13.34,12.91,-0.07,"SC004","TX021",NA,13.13,13.1,0.13,2.21,0.19,10.56,15.65,73.4,72.8,-0.07
"SC004","TX023","SC004","TX023",82.58,74.31,74.29,0.15,4.38,0.49,70.62,77.88,12.94,12.61,-0.09,"SC004","TX023",NA,12.81,12.78,0.12,1.71,0.12,10.58,15,74.71,74,-0.09
"SC004","VA028","SC004","VA028",NA,73.82,73.81,0.17,6.39,0.74,69.46,78.25,8.47,8.05,-0.09,"SC004","VA028",NA,8.23,8.23,0.11,1.96,0.16,5.8,10.62,74.23,73.37,-0.09
"SC004","VA029","SC004","VA029",NA,73.25,73.23,0.13,6.32,0.67,68.84,77.52,9.53,9.65,0.03,"SC004","VA029",NA,9.57,9.56,0.07,1.12,0.1,7.71,11.4,72.98,73.37,0.03
"SC004","VA031","SC004","VA031",NA,72.9,72.88,0.15,5.1,0.57,68.99,76.83,9.21,9.47,0.06,"SC004","VA031",NA,9.36,9.34,0.11,1.27,0.16,7.38,11.31,72.69,73.1,0.06
"SC004","VA157","SC004","VA157",NA,71.34,71.35,0.14,6.07,0.6,67.06,75.62,11,10.81,-0.03,"SC004","VA157",NA,10.82,10.8,0.14,2.06,0.18,8.36,13.26,71.33,71.4,-0.03
"SC005","SC037","SC005","SC037",75.56,72.44,72.52,0.13,4.23,0.43,68.98,76.09,8,8.11,0.01,"SC005","SC037",NA,8.02,8,0.12,2.13,0.21,5.45,10.53,72.58,72.59,0.01
"SC005","TX017","SC005","TX017",71.3,69.91,69.99,0.18,4.96,0.51,66.11,73.85,10.55,10.26,-0.07,"SC005","TX017",NA,10.42,10.38,0.15,2.33,0.21,7.75,13.05,70.17,69.58,-0.07
"SC005","TX018","SC005","TX018",73.6,71.39,71.42,0.13,3.87,0.39,67.97,74.84,9.81,9.53,-0.05,"SC005","TX018",NA,9.67,9.64,0.11,1.47,0.16,7.54,11.74,71.55,71.32,-0.05
"SC005","TX021","SC005","TX021",74.37,72.75,72.8,0.14,4.1,0.43,69.26,76.3,10.97,11.23,0.06,"SC005","TX021",NA,11.17,11.14,0.14,2.48,0.23,8.41,13.9,72.63,72.97,0.06
"SC005","TX023","SC005","TX023",78.56,74.03,74.07,0.14,4.96,0.48,70.27,78,10.56,11.09,0.11,"SC005","TX023",NA,10.85,10.82,0.13,1.82,0.17,8.5,13.17,73.56,74.57,0.11
"SC005","VA028","SC005","VA028",NA,73.54,73.59,0.16,4.77,0.5,69.79,77.32,6.18,6.43,0.06,"SC005","VA028",NA,6.27,6.27,0.09,1.44,0.15,4.2,8.34,73.32,73.82,0.06
"SC005","VA029","SC005","VA029",NA,72.98,73.01,0.17,4.97,0.58,69.11,76.86,7.52,7.68,0.05,"SC005","VA029",NA,7.61,7.61,0.09,1.11,0.08,5.76,9.43,72.89,73.22,0.05
"SC005","VA031","SC005","VA031",NA,72.63,72.66,0.14,3.04,0.29,69.58,75.63,7.17,7.57,0.08,"SC005","VA031",NA,7.4,7.38,0.11,1.56,0.18,5.19,9.52,72.42,72.92,0.08
"SC005","VA157","SC005","VA157",NA,71.07,71.12,0.14,3.76,0.4,67.75,74.5,8.79,8.77,-0.01,"SC005","VA157",NA,8.86,8.84,0.13,1.62,0.13,6.62,11.04,71.19,71.09,-0.01
"SC037","TX017","SC037","TX017",74.4,69.54,69.5,0.13,4.64,0.63,65.72,73.19,11.44,10.67,-0.13,"SC037","TX017",NA,11.04,11.03,0.14,2.71,0.23,8.23,13.87,69.85,69.06,-0.13
"SC037","TX018","SC037","TX018",76.71,71.01,70.96,0.11,3.08,0.25,67.93,74.01,10.75,9.74,-0.2,"SC037","TX018",NA,10.3,10.27,0.11,2.14,0.16,7.74,12.76,71.45,70.23,-0.2
"SC037","TX021","SC037","TX021",77.47,72.37,72.32,0.13,3.83,0.46,68.96,75.75,11.59,11.96,0.08,"SC037","TX021",NA,11.79,11.78,0.12,2.87,0.26,8.87,14.68,71.96,72.56,0.08
"SC037","TX023","SC037","TX023",81.67,73.65,73.57,0.11,4.81,0.5,69.73,77.36,11.02,11.86,0.18,"SC037","TX023",NA,11.47,11.46,0.11,2.15,0.21,8.95,13.94,72.88,74.31,0.18
"SC037","VA028","SC037","VA028",NA,73.16,73.13,0.15,4.47,0.44,69.48,76.86,7.16,6.6,-0.15,"SC037","VA028",NA,6.89,6.9,0.08,1.28,0.12,4.97,8.87,73.6,72.56,-0.15
"SC037","VA029","SC037","VA029",NA,72.6,72.56,0.12,4.29,0.47,69,76.17,8.41,8.05,-0.1,"SC037","VA029",NA,8.23,8.25,0.07,1.03,0.08,6.48,9.99,72.92,72.24,-0.1
"SC037","VA031","SC037","VA031",NA,72.25,72.19,0.14,4.04,0.46,68.73,75.71,8.16,7.93,-0.06,"SC037","VA031",NA,8.02,8.01,0.08,0.99,0.08,6.27,9.73,72.34,71.87,-0.06
"SC037","VA157","SC037","VA157",NA,70.69,70.67,0.11,3.29,0.28,67.52,73.83,9.78,9.23,-0.1,"SC037","VA157",NA,9.48,9.47,0.12,1.94,0.19,7.11,11.8,70.8,70.39,-0.1
"TX017","TX018","TX017","TX018",72.45,68.49,68.47,0.13,4.06,0.4,64.94,71.96,12.76,12.65,-0.05,"TX017","TX018",NA,12.7,12.7,0.08,1.38,0.12,10.7,14.76,68.68,68.32,-0.05
"TX017","TX021","TX017","TX021",73.21,69.85,69.88,0.11,4.55,0.52,66.19,73.6,14.09,14.32,0.06,"TX017","TX021",NA,14.2,14.2,0.08,1.28,0.11,12.27,16.2,69.5,70.12,0.06
"TX017","TX023","TX017","TX023",77.41,71.13,71.07,0.15,5.68,0.53,66.91,75.23,13.91,13.92,0,"TX017","TX023",NA,13.87,13.89,0.08,1.31,0.13,11.92,15.86,70.94,70.99,0
"TX017","VA028","TX017","VA028",NA,70.64,70.61,0.18,4.91,0.45,66.73,74.48,9.48,9.12,-0.06,"TX017","VA028",NA,9.3,9.33,0.12,2.93,0.25,6.43,12.33,70.88,70.3,-0.06
"TX017","VA029","TX017","VA029",NA,70.08,70.04,0.16,4.79,0.45,66.2,73.85,10.56,10.88,0.06,"TX017","VA029",NA,10.63,10.67,0.12,2.26,0.16,8.09,13.32,69.86,70.3,0.06
"TX017","VA031","TX017","VA031",NA,69.73,69.68,0.16,5.98,0.49,65.34,73.86,10.81,10.15,-0.12,"TX017","VA031",NA,10.43,10.46,0.11,2.2,0.2,7.92,13.02,70.16,69.22,-0.12
"TX017","VA157","TX017","VA157",NA,68.17,68.18,0.11,4.59,0.45,64.4,71.91,11.95,11.87,-0.02,"TX017","VA157",NA,11.88,11.9,0.09,1.4,0.15,9.88,13.99,68.33,68.05,-0.02
"TX018","TX021","TX018","TX021",75.51,71.33,71.35,0.13,3.12,0.34,68.29,74.48,12.94,13.98,0.26,"TX018","TX021",NA,13.45,13.45,0.09,1.4,0.1,11.43,15.53,70.64,72.16,0.26
"TX018","TX023","TX018","TX023",79.71,72.6,72.62,0.18,4.17,0.45,69.07,76.18,13.26,12.95,-0.08,"TX018","TX023",NA,13.12,13.13,0.08,1.3,0.1,11.14,15.11,72.99,72.46,-0.08
"TX018","VA028","TX018","VA028",NA,72.11,72.13,0.12,4.11,0.34,68.64,75.66,9.03,8.15,-0.17,"TX018","VA028",NA,8.55,8.58,0.1,2.49,0.18,5.91,11.23,72.6,71.65,-0.17
"TX018","VA029","TX018","VA029",NA,71.55,71.55,0.11,4.3,0.48,67.96,75.14,10.01,9.79,-0.06,"TX018","VA029",NA,9.88,9.91,0.08,1.6,0.13,7.73,12.11,71.61,71.47,-0.06
"TX018","VA031","TX018","VA031",NA,71.2,71.2,0.12,3.43,0.33,67.98,74.47,9.71,9.74,0.01,"TX018","VA031",NA,9.68,9.68,0.09,1.51,0.11,7.59,11.8,71.2,71.19,0.01
"TX018","VA157","TX018","VA157",NA,69.64,69.67,0.09,3.21,0.31,66.52,72.75,10.98,11.39,0.11,"TX018","VA157",NA,11.14,11.15,0.09,1.43,0.12,9.09,13.2,69.32,70.04,0.11
"TX021","TX023","TX021","TX023",80.48,73.97,73.94,0.15,5.01,0.46,70.07,77.83,14.9,14.4,-0.15,"TX021","TX023",NA,14.62,14.63,0.07,0.88,0.08,12.99,16.25,74.46,73.35,-0.15
"TX021","VA028","TX021","VA028",NA,73.48,73.49,0.18,4.83,0.46,69.61,77.22,9.79,10.2,0.07,"TX021","VA028",NA,10.05,10.08,0.11,3.28,0.28,6.97,13.2,73.24,73.75,0.07
"TX021","VA029","TX021","VA029",NA,72.91,72.9,0.18,5.34,0.53,68.87,76.88,11.13,11.69,0.1,"TX021","VA029",NA,11.38,11.42,0.12,2.59,0.23,8.63,14.18,72.5,73.34,0.1
"TX021","VA031","TX021","VA031",NA,72.56,72.54,0.16,4.62,0.38,68.78,76.2,10.7,11.64,0.18,"TX021","VA031",NA,11.18,11.18,0.11,2.13,0.22,8.66,13.69,71.86,73.16,0.18
"TX021","VA157","TX021","VA157",NA,71.01,71.02,0.1,4.21,0.39,67.44,74.56,12.38,12.97,0.15,"TX021","VA157",NA,12.64,12.65,0.08,1.6,0.15,10.46,14.86,70.54,71.53,0.15
"TX023","VA028","TX023","VA028",NA,74.75,74.78,0.18,6.01,0.51,70.5,79.04,9.38,10.06,0.13,"TX023","VA028",NA,9.72,9.75,0.1,2.28,0.21,7.12,12.33,74.1,75.11,0.13
"TX023","VA029","TX023","VA029",NA,74.19,74.2,0.16,6.14,0.53,69.84,78.48,10.5,11.71,0.28,"TX023","VA029",NA,11.06,11.08,0.09,1.63,0.14,8.89,13.29,73.06,75.32,0.28
"TX023","VA031","TX023","VA031",NA,73.84,73.84,0.18,6.52,0.68,69.43,78.28,10.28,11.43,0.23,"TX023","VA031",NA,10.85,10.85,0.1,1.85,0.17,8.51,13.17,72.82,74.71,0.23
"TX023","VA157","TX023","VA157",NA,72.28,72.3,0.16,6.21,0.69,67.98,76.57,11.86,12.73,0.22,"TX023","VA157",NA,12.31,12.32,0.08,1.3,0.11,10.35,14.33,71.34,73.2,0.22
"VA028","VA029","VA028","VA029",NA,73.7,73.68,0.12,2.85,0.33,70.75,76.6,6.49,6.44,0,"VA028","VA029",NA,6.48,6.48,0.08,1.05,0.11,4.74,8.27,73.54,73.61,0
"VA028","VA031","VA028","VA031",NA,73.35,73.33,0.13,4,0.5,69.84,76.79,6.57,5.96,-0.16,"VA028","VA031",NA,6.28,6.26,0.08,1.36,0.14,4.26,8.28,73.76,72.82,-0.16
"VA028","VA157","VA028","VA157",NA,71.79,71.8,0.14,3.55,0.3,68.51,75.08,7.56,7.93,0.08,"VA028","VA157",NA,7.74,7.73,0.1,1.88,0.18,5.34,10.08,71.49,71.89,0.08
"VA029","VA031","VA029","VA031",NA,72.79,72.78,0.15,4.18,0.51,69.15,76.26,7.95,7.34,-0.19,"VA029","VA031",NA,7.61,7.59,0.08,0.92,0.11,5.96,9.27,73.48,72.11,-0.19
"VA029","VA157","VA029","VA157",NA,71.23,71.25,0.13,3.27,0.3,68.07,74.35,8.91,9.21,0.08,"VA029","VA157",NA,9.07,9.05,0.11,1.49,0.12,6.95,11.19,71.15,71.41,0.08
"VA031","VA157","VA031","VA157",NA,70.88,70.91,0.14,3.03,0.32,67.89,73.97,8.78,9.02,0.05,"VA031","VA157",NA,8.86,8.87,0.08,1.27,0.1,7.01,10.75,70.77,71.13,0.05
