"Parent1","Parent2","Yield_param.df.Par1","Yield_param.df.Par2","Yield_param.df.midPar.Pheno","Yield_param.df.midPar.GEBV","Yield_param.df.pred.mu","Yield_param.df.pred.mu_sd","Yield_param.df.pred.varG","Yield_param.df.pred.varG_sd","Yield_param.df.mu.sp_low","Yield_param.df.mu.sp_high","Yield_param.df.low.resp_DON","Yield_param.df.high.resp_DON","Yield_param.df.cor_w._DON","DON_param.df.Par1","DON_param.df.Par2","DON_param.df.midPar.Pheno","DON_param.df.midPar.GEBV","DON_param.df.pred.mu","DON_param.df.pred.mu_sd","DON_param.df.pred.varG","DON_param.df.pred.varG_sd","DON_param.df.mu.sp_low","DON_param.df.mu.sp_high","DON_param.df.low.resp_Yield","DON_param.df.high.resp_Yield","DON_param.df.cor_w._Yield"
"GA001","GA002","GA001","GA002",NA,69.43,69.4,0.23,7.9,0.82,64.57,74.27,7.37,9.66,0.37,"GA001","GA002",NA,8.52,8.5,0.11,3.19,0.42,5.35,11.58,67.61,71.17,0.37
"GA001","GA159","GA001","GA159",NA,72.12,72.1,0.18,4.33,0.37,68.5,75.75,13.17,13.47,0.06,"GA001","GA159",NA,13.38,13.35,0.09,1.86,0.21,11.02,15.73,71.89,72.35,0.06
"GA001","GA164","GA001","GA164",NA,70.09,70.08,0.23,6.78,0.64,65.58,74.59,12.29,12.62,0.05,"GA001","GA164",NA,12.55,12.51,0.09,2.04,0.23,10.04,15,69.82,70.23,0.05
"GA001","LA136","GA001","LA136",NA,73.86,73.84,0.13,3.11,0.29,70.76,76.9,9.66,10.68,0.19,"GA001","LA136",NA,10.22,10.21,0.08,2.37,0.16,7.55,12.89,73.23,74.36,0.19
"GA001","LA137","GA001","LA137",NA,72.01,71.99,0.2,5,0.55,68.14,75.91,12.34,13.17,0.17,"GA001","LA137",NA,12.82,12.8,0.08,1.96,0.22,10.38,15.24,71.47,72.63,0.17
"GA001","LA143","GA001","LA143",NA,71.71,71.7,0.18,4.81,0.36,68,75.52,12.24,12.29,0.01,"GA001","LA143",NA,12.32,12.33,0.08,1.24,0.12,10.39,14.26,71.67,71.72,0.01
"GA001","LA144","GA001","LA144",NA,70.56,70.52,0.19,8.23,0.74,65.55,75.44,9.94,11.43,0.29,"GA001","LA144",NA,10.69,10.67,0.08,2.23,0.22,8.09,13.26,68.99,71.78,0.29
"GA001","MD001","GA001","MD001",NA,70.05,70.05,0.16,5.29,0.62,66.02,74,9.8,11.66,0.35,"GA001","MD001",NA,10.74,10.73,0.09,2.02,0.19,8.27,13.21,68.59,71.44,0.35
"GA001","MD002","GA001","MD002",NA,71.02,71.02,0.18,5.96,0.5,66.74,75.23,10.98,11.65,0.13,"GA001","MD002",NA,11.2,11.19,0.1,2.27,0.24,8.55,13.78,70.28,71.59,0.13
"GA001","MD033","GA001","MD033",NA,72.48,72.48,0.2,6.95,0.72,67.88,77.04,12.17,13.69,0.29,"GA001","MD033",NA,12.97,12.94,0.09,2.28,0.24,10.31,15.54,71.18,73.8,0.29
"GA001","MD034","GA001","MD034",NA,70.45,70.46,0.21,6.18,0.69,66.23,74.83,8.81,10.62,0.31,"GA001","MD034",NA,9.82,9.78,0.12,2.51,0.34,7,12.51,69.15,71.8,0.31
"GA001","NC103","GA001","NC103",NA,74.7,74.66,0.17,6.83,0.62,70.07,79.16,9.29,11.11,0.36,"GA001","NC103",NA,10.26,10.24,0.08,2.22,0.23,7.64,12.84,73.02,76.3,0.36
"GA001","NC104","GA001","NC104",NA,69.48,69.53,0.22,9.47,0.79,64.18,74.77,10.31,11.47,0.26,"GA001","NC104",NA,10.91,10.88,0.08,1.66,0.15,8.63,13.1,68.01,70.84,0.26
"GA001","NC107","GA001","NC107",NA,71.87,71.86,0.13,5.8,0.66,67.66,75.99,9.89,10.96,0.23,"GA001","NC107",NA,10.37,10.37,0.08,1.84,0.21,8.04,12.75,70.89,72.95,0.23
"GA001","NC108","GA001","NC108",NA,70.95,70.95,0.22,9.27,0.83,65.67,76.16,10.51,11.76,0.27,"GA001","NC108",NA,11.15,11.12,0.06,1.7,0.17,8.86,13.4,69.45,72.37,0.27
"GA001","NC109","GA001","NC109",NA,72,71.99,0.15,6.48,0.66,67.55,76.39,7.89,10.19,0.4,"GA001","NC109",NA,9,9,0.1,2.53,0.25,6.24,11.78,70.27,73.84,0.4
"GA001","NC120","GA001","NC120",NA,73.03,73.01,0.15,4.8,0.4,69.2,76.8,9.41,11.33,0.38,"GA001","NC120",NA,10.38,10.36,0.09,2.05,0.24,7.88,12.87,71.57,74.45,0.38
"GA001","SC001","GA001","SC001",NA,74.11,74.08,0.14,4.06,0.44,70.59,77.6,12.09,12.71,0.2,"GA001","SC001",NA,12.46,12.43,0.07,0.98,0.1,10.69,14.13,73.35,74.69,0.2
"GA001","SC004","GA001","SC004",NA,73.26,73.19,0.18,4.23,0.47,69.69,76.77,12.39,13.38,0.22,"GA001","SC004",NA,12.91,12.88,0.1,2.11,0.17,10.39,15.38,72.53,73.98,0.22
"GA001","SC005","GA001","SC005",NA,75.11,75.05,0.17,4.95,0.56,71.12,78.89,10.1,11.77,0.33,"GA001","SC005",NA,10.93,10.91,0.11,2,0.23,8.49,13.37,73.78,76.28,0.33
"GA001","SC037","GA001","SC037",NA,73.15,73.09,0.17,5.85,0.63,68.91,77.25,10.06,11.13,0.23,"GA001","SC037",NA,10.61,10.61,0.09,2.19,0.23,8.07,13.16,72.15,74.14,0.23
"GA001","TX017","GA001","TX017",NA,70.64,70.65,0.19,4.69,0.38,66.91,74.46,10.73,11.43,0.16,"GA001","TX017",NA,11.1,11.08,0.09,2.13,0.19,8.58,13.61,70.16,71.27,0.16
"GA001","TX018","GA001","TX018",NA,70.79,70.79,0.2,8.05,0.76,65.88,75.68,10.78,11.78,0.22,"GA001","TX018",NA,11.32,11.29,0.08,1.93,0.21,8.87,13.7,69.81,71.75,0.22
"GA001","TX021","GA001","TX021",NA,72.1,72.14,0.17,3.62,0.37,68.8,75.43,13.35,13.1,-0.06,"GA001","TX021",NA,13.28,13.25,0.07,1.12,0.09,11.41,15.09,72.28,71.91,-0.06
"GA001","TX023","GA001","TX023",NA,73.17,73.19,0.18,3.1,0.26,70.1,76.17,11.8,12.03,0.06,"GA001","TX023",NA,11.9,11.91,0.06,1.08,0.1,10.1,13.71,72.96,73.34,0.06
"GA001","VA028","GA001","VA028",NA,73.56,73.55,0.15,4.48,0.44,69.81,77.2,9.47,10.69,0.26,"GA001","VA028",NA,10.08,10.09,0.08,2.03,0.18,7.6,12.56,72.63,74.58,0.26
"GA001","VA029","GA001","VA029",NA,71.19,71.19,0.17,5.49,0.6,67.14,75.26,9.02,9.87,0.16,"GA001","VA029",NA,9.48,9.47,0.09,2.34,0.23,6.81,12.11,70.45,71.77,0.16
"GA001","VA031","GA001","VA031",NA,73.6,73.57,0.14,5.05,0.44,69.65,77.44,10.53,12.14,0.39,"GA001","VA031",NA,11.36,11.35,0.08,1.39,0.13,9.26,13.36,72.09,75.11,0.39
"GA001","VA157","GA001","VA157",NA,73.25,73.23,0.14,3.93,0.38,69.78,76.67,9.79,11.03,0.24,"GA001","VA157",NA,10.44,10.43,0.09,2.18,0.19,7.85,12.97,72.34,74.06,0.24
"GA002","GA159","GA002","GA159",NA,67.94,67.95,0.18,7,0.77,63.34,72.51,8.87,10.88,0.37,"GA002","GA159",NA,9.89,9.89,0.13,2.43,0.24,7.21,12.62,66.25,69.55,0.37
"GA002","GA164","GA002","GA164",NA,65.91,65.91,0.14,4.92,0.38,62.09,69.78,8.59,9.4,0.17,"GA002","GA164",NA,9.06,9.04,0.1,2.03,0.15,6.57,11.52,65.27,66.61,0.17
"GA002","LA136","GA002","LA136",NA,69.68,69.67,0.18,6.91,0.57,65.13,74.23,5.67,7.77,0.45,"GA002","LA136",NA,6.73,6.73,0.08,1.95,0.22,4.3,9.16,67.73,71.68,0.45
"GA002","LA137","GA002","LA137",NA,67.83,67.83,0.15,6.55,0.59,63.36,72.27,8.54,10.06,0.29,"GA002","LA137",NA,9.33,9.33,0.1,2.34,0.26,6.65,11.98,66.61,69.17,0.29
"GA002","LA143","GA002","LA143",NA,67.53,67.54,0.16,6.55,0.55,63.02,71.91,8.15,9.57,0.23,"GA002","LA143",NA,8.83,8.85,0.12,2.86,0.27,5.94,11.84,66.5,68.63,0.23
"GA002","LA144","GA002","LA144",NA,66.38,66.39,0.17,6.83,0.53,61.84,70.96,6.68,7.65,0.2,"GA002","LA144",NA,7.2,7.21,0.08,1.64,0.17,4.96,9.41,65.45,67.5,0.2
"GA002","MD001","GA002","MD001",NA,65.87,65.9,0.18,7.24,0.66,61.22,70.55,6.75,7.78,0.22,"GA002","MD001",NA,7.25,7.27,0.11,1.94,0.15,4.84,9.66,64.84,67.04,0.22
"GA002","MD002","GA002","MD002",NA,66.84,66.84,0.16,5.93,0.71,62.61,71.09,7.14,8.29,0.23,"GA002","MD002",NA,7.72,7.72,0.12,2.1,0.22,5.21,10.27,65.86,67.74,0.23
"GA002","MD033","GA002","MD033",NA,68.29,68.31,0.19,5.65,0.51,64.17,72.48,8.83,10.14,0.22,"GA002","MD033",NA,9.49,9.48,0.12,2.87,0.28,6.55,12.41,67.42,69.22,0.22
"GA002","MD034","GA002","MD034",NA,66.27,66.27,0.18,6,0.58,62.06,70.52,6.31,6.28,0.01,"GA002","MD034",NA,6.33,6.32,0.09,1.22,0.12,4.42,8.27,66.07,66.23,0.01
"GA002","NC103","GA002","NC103",NA,70.52,70.5,0.21,7.89,0.77,65.59,75.32,6.15,7.38,0.25,"GA002","NC103",NA,6.78,6.78,0.07,1.92,0.18,4.35,9.15,69.24,71.86,0.25
"GA002","NC104","GA002","NC104",NA,65.3,65.33,0.21,5.53,0.44,61.23,69.42,7.56,7.19,-0.06,"GA002","NC104",NA,7.42,7.41,0.09,2.38,0.21,4.74,10.08,65.58,65.1,-0.06
"GA002","NC107","GA002","NC107",NA,67.69,67.67,0.2,7.44,0.5,62.94,72.47,6.41,7.36,0.18,"GA002","NC107",NA,6.89,6.9,0.09,2.57,0.26,4.13,9.7,66.85,68.53,0.18
"GA002","NC108","GA002","NC108",NA,66.77,66.78,0.15,5.76,0.51,62.6,70.96,7.86,7.61,-0.04,"GA002","NC108",NA,7.67,7.66,0.1,2.35,0.22,5.01,10.33,67.1,66.66,-0.04
"GA002","NC109","GA002","NC109",NA,67.82,67.83,0.22,7.33,0.56,63.11,72.46,5.04,6.1,0.21,"GA002","NC109",NA,5.51,5.53,0.1,2.15,0.18,2.96,8.05,66.8,68.78,0.21
"GA002","NC120","GA002","NC120",NA,68.85,68.85,0.18,5.85,0.55,64.69,73.08,6.54,7.33,0.15,"GA002","NC120",NA,6.9,6.9,0.1,2.07,0.21,4.39,9.38,68.23,69.5,0.15
"GA002","SC001","GA002","SC001",NA,69.93,69.94,0.26,7.92,0.7,65.08,74.78,8.19,9.71,0.24,"GA002","SC001",NA,8.97,8.96,0.12,2.89,0.33,6.02,11.93,68.58,71.23,0.24
"GA002","SC004","GA002","SC004",NA,69.08,69.03,0.24,8.48,0.66,64.16,74.12,8.79,10.07,0.24,"GA002","SC004",NA,9.43,9.42,0.11,2.43,0.18,6.69,12.13,67.75,70.38,0.24
"GA002","SC005","GA002","SC005",NA,70.93,70.88,0.21,5.49,0.54,66.79,74.92,6.59,8.28,0.31,"GA002","SC005",NA,7.44,7.44,0.11,2.3,0.22,4.81,10.05,69.56,72.28,0.31
"GA002","SC037","GA002","SC037",NA,68.97,68.96,0.18,6.77,0.67,64.53,73.55,6.39,7.91,0.35,"GA002","SC037",NA,7.13,7.14,0.08,1.73,0.14,4.85,9.45,67.47,70.57,0.35
"GA002","TX017","GA002","TX017",NA,66.46,66.47,0.17,5.7,0.53,62.41,70.67,6.98,8.26,0.24,"GA002","TX017",NA,7.61,7.6,0.1,2.33,0.2,4.95,10.28,65.43,67.46,0.24
"GA002","TX018","GA002","TX018",NA,66.61,66.62,0.18,7.4,0.71,61.87,71.31,7.06,8.61,0.31,"GA002","TX018",NA,7.83,7.82,0.11,2.39,0.32,5.12,10.5,65.04,68.08,0.31
"GA002","TX021","GA002","TX021",NA,67.91,67.99,0.21,6.61,0.6,63.55,72.44,8.77,10.61,0.28,"GA002","TX021",NA,9.8,9.79,0.13,3.62,0.35,6.52,13.14,66.74,69.13,0.28
"GA002","TX023","GA002","TX023",NA,68.99,69.02,0.18,6.82,0.71,64.48,73.57,7.32,9.61,0.4,"GA002","TX023",NA,8.42,8.45,0.13,2.7,0.26,5.61,11.31,67.27,70.94,0.4
"GA002","VA028","GA002","VA028",NA,69.38,69.39,0.13,4.35,0.31,65.79,73.02,5.87,7.39,0.29,"GA002","VA028",NA,6.6,6.62,0.11,2.37,0.21,3.96,9.31,68.34,70.4,0.29
"GA002","VA029","GA002","VA029",NA,67.01,67.03,0.16,5.89,0.46,62.76,71.21,5.34,6.62,0.29,"GA002","VA029",NA,5.99,6,0.1,1.58,0.14,3.79,8.17,65.9,68.42,0.29
"GA002","VA031","GA002","VA031",NA,69.42,69.4,0.2,5.91,0.48,65.21,73.64,6.77,8.98,0.42,"GA002","VA031",NA,7.88,7.88,0.11,2.34,0.27,5.25,10.53,67.72,71.08,0.42
"GA002","VA157","GA002","VA157",NA,69.07,69.06,0.19,5.99,0.59,64.79,73.24,6,7.89,0.38,"GA002","VA157",NA,6.96,6.96,0.1,2.05,0.21,4.45,9.42,67.46,70.67,0.38
"GA159","GA164","GA159","GA164",66.26,68.6,68.6,0.18,5.82,0.53,64.47,72.85,13.85,13.89,0.01,"GA159","GA164",NA,13.92,13.9,0.08,1.32,0.15,11.93,15.91,68.33,68.62,0.01
"GA159","LA136","GA159","LA136",67.78,72.37,72.36,0.17,4.9,0.54,68.53,76.23,11.26,11.91,0.12,"GA159","LA136",NA,11.58,11.6,0.1,2.03,0.19,9.13,14.07,71.98,72.88,0.12
"GA159","LA137","GA159","LA137",69.85,70.52,70.51,0.15,3.99,0.38,67.04,73.98,14.12,14.21,0.05,"GA159","LA137",NA,14.19,14.19,0.06,1.04,0.1,12.42,15.97,70.28,70.64,0.05
"GA159","LA143","GA159","LA143",NA,70.22,70.23,0.21,5.78,0.44,66.07,74.39,13.06,14.4,0.26,"GA159","LA143",NA,13.69,13.72,0.11,2.07,0.17,11.15,16.19,69.21,71.33,0.26
"GA159","LA144","GA159","LA144",NA,69.06,69.04,0.19,7.88,0.67,64.22,73.89,11.63,12.5,0.21,"GA159","LA144",NA,12.05,12.06,0.1,1.43,0.14,10,14.13,67.92,69.99,0.21
"GA159","MD001","GA159","MD001",NA,68.56,68.57,0.15,4.68,0.37,64.79,72.33,12.13,12.22,0.03,"GA159","MD001",NA,12.1,12.12,0.08,1.57,0.16,9.95,14.29,68.46,68.7,0.03
"GA159","MD002","GA159","MD002",NA,69.53,69.54,0.18,4.6,0.46,65.8,73.26,12.61,12.59,-0.01,"GA159","MD002",NA,12.57,12.58,0.08,1.7,0.16,10.31,14.83,69.52,69.5,-0.01
"GA159","MD033","GA159","MD033",NA,70.98,70.98,0.22,6.87,0.67,66.41,75.56,13.81,14.97,0.23,"GA159","MD033",NA,14.34,14.34,0.12,2.31,0.2,11.68,16.95,69.97,72.02,0.23
"GA159","MD034","GA159","MD034",NA,68.95,68.97,0.2,5.43,0.54,64.89,73,10.16,12.14,0.41,"GA159","MD034",NA,11.19,11.18,0.12,1.95,0.2,8.75,13.6,67.32,70.53,0.41
"GA159","NC103","GA159","NC103",66.65,73.2,73.17,0.18,5.7,0.52,69.05,77.35,11.58,11.65,0.03,"GA159","NC103",NA,11.63,11.64,0.09,1.44,0.17,9.56,13.69,72.96,73.33,0.03
"GA159","NC104","GA159","NC104",67.76,67.99,68.03,0.22,7.89,0.75,63.19,72.88,12.04,12.55,0.14,"GA159","NC104",NA,12.28,12.28,0.09,1.59,0.16,10.09,14.44,67.43,68.8,0.14
"GA159","NC107","GA159","NC107",66.41,70.38,70.36,0.18,6.16,0.68,66.05,74.63,11.83,11.84,0.01,"GA159","NC107",NA,11.74,11.76,0.1,2.16,0.22,9.18,14.3,70.42,70.56,0.01
"GA159","NC108","GA159","NC108",69.55,69.45,69.47,0.18,6.94,0.79,64.94,74.02,12.41,12.67,0.07,"GA159","NC108",NA,12.52,12.52,0.1,2.03,0.21,10.03,14.98,69.13,69.78,0.07
"GA159","NC109","GA159","NC109",65.95,70.5,70.52,0.17,6.98,0.59,65.88,75.13,10.24,10.54,0.06,"GA159","NC109",NA,10.37,10.39,0.1,2.22,0.21,7.82,12.99,70.21,70.81,0.06
"GA159","NC120","GA159","NC120",67.91,71.54,71.53,0.21,5.84,0.56,67.32,75.73,11.65,11.87,0.06,"GA159","NC120",NA,11.75,11.76,0.11,1.63,0.17,9.53,13.98,71.15,71.78,0.06
"GA159","SC001","GA159","SC001",72.44,72.61,72.61,0.22,6.49,0.69,68.17,77,13.64,14.05,0.09,"GA159","SC001",NA,13.83,13.82,0.09,1.67,0.18,11.57,16.05,72.26,73.08,0.09
"GA159","SC004","GA159","SC004",70.57,71.77,71.72,0.16,3.82,0.36,68.34,75.12,14.12,14.55,0.09,"GA159","SC004",NA,14.28,14.28,0.07,1.56,0.17,12.1,16.45,71.4,72,0.09
"GA159","SC005","GA159","SC005",66.56,73.62,73.58,0.18,6.15,0.6,69.24,77.89,12.24,12.48,0.03,"GA159","SC005",NA,12.3,12.31,0.12,2.28,0.21,9.65,14.88,73.21,73.61,0.03
"GA159","SC037","GA159","SC037",69.66,71.66,71.61,0.16,4.76,0.32,67.78,75.4,11.59,12.53,0.21,"GA159","SC037",NA,11.98,12.01,0.08,1.86,0.18,9.61,14.35,70.88,72.51,0.21
"GA159","TX017","GA159","TX017",65.41,69.15,69.15,0.15,3.38,0.34,65.94,72.33,12.15,12.85,0.16,"GA159","TX017",NA,12.46,12.47,0.12,1.77,0.18,10.14,14.74,68.62,69.66,0.16
"GA159","TX018","GA159","TX018",67.71,69.3,69.31,0.16,5.7,0.57,65.14,73.46,11.92,13.38,0.3,"GA159","TX018",NA,12.69,12.68,0.1,2,0.2,10.22,15.1,67.98,70.47,0.3
"GA159","TX021","GA159","TX021",68.47,70.6,70.66,0.16,4.8,0.38,66.82,74.42,14.55,14.79,0.06,"GA159","TX021",NA,14.65,14.66,0.08,1.89,0.19,12.27,17.05,70.49,70.91,0.06
"GA159","TX023","GA159","TX023",72.67,71.68,71.7,0.21,4.77,0.46,67.89,75.53,13.14,13.49,0.07,"GA159","TX023",NA,13.27,13.3,0.11,1.7,0.14,10.99,15.55,71.34,72.03,0.07
"GA159","VA028","GA159","VA028",NA,72.07,72.07,0.16,4.02,0.44,68.57,75.54,10.69,12.18,0.27,"GA159","VA028",NA,11.45,11.49,0.1,2.55,0.29,8.68,14.24,71.09,73.07,0.27
"GA159","VA029","GA159","VA029",NA,69.7,69.73,0.19,5.03,0.49,65.82,73.63,10.67,10.96,0.08,"GA159","VA029",NA,10.85,10.87,0.08,1.86,0.17,8.49,13.25,69.52,70,0.08
"GA159","VA031","GA159","VA031",NA,72.11,72.09,0.18,5.52,0.53,68,76.15,12.4,13.07,0.17,"GA159","VA031",NA,12.73,12.75,0.08,1.38,0.16,10.68,14.79,71.4,72.75,0.17
"GA159","VA157","GA159","VA157",NA,71.75,71.75,0.16,3.84,0.32,68.34,75.14,11.95,11.69,-0.06,"GA159","VA157",NA,11.81,11.82,0.07,1.16,0.13,9.96,13.7,71.83,71.51,-0.06
"GA164","LA136","GA164","LA136",73.37,70.34,70.33,0.19,5.92,0.72,66.08,74.53,10.27,11.31,0.19,"GA164","LA136",NA,10.75,10.77,0.09,2.2,0.25,8.22,13.35,69.57,71.18,0.19
"GA164","LA137","GA164","LA137",75.44,68.49,68.48,0.16,5.16,0.44,64.49,72.4,13.37,13.35,-0.02,"GA164","LA137",NA,13.36,13.36,0.08,1.07,0.1,11.58,15.16,68.54,68.36,-0.02
"GA164","LA143","GA164","LA143",NA,68.19,68.2,0.21,6.54,0.64,63.71,72.61,12.78,13.16,0.09,"GA164","LA143",NA,12.86,12.9,0.08,2.08,0.21,10.36,15.4,67.69,68.43,0.09
"GA164","LA144","GA164","LA144",NA,67.04,67.02,0.14,7.89,0.73,62.13,71.89,11.19,11.32,0.02,"GA164","LA144",NA,11.22,11.24,0.09,1.53,0.14,9.07,13.37,66.94,67.2,0.02
"GA164","MD001","GA164","MD001",NA,66.54,66.55,0.17,6.48,0.54,62.1,70.92,11.44,11.25,-0.04,"GA164","MD001",NA,11.27,11.3,0.1,1.82,0.18,8.92,13.61,66.79,66.47,-0.04
"GA164","MD002","GA164","MD002",NA,67.5,67.53,0.15,6.4,0.51,63.18,71.9,12.05,11.4,-0.14,"GA164","MD002",NA,11.74,11.76,0.11,2.04,0.21,9.31,14.27,68.12,66.74,-0.14
"GA164","MD033","GA164","MD033",NA,68.96,68.96,0.16,6.32,0.59,64.64,73.31,13.42,13.6,0.02,"GA164","MD033",NA,13.51,13.52,0.09,1.9,0.17,11.11,15.88,68.85,69.02,0.02
"GA164","MD034","GA164","MD034",NA,66.93,66.95,0.19,7.47,0.67,62.17,71.66,10.35,10.33,0,"GA164","MD034",NA,10.36,10.35,0.07,1.39,0.11,8.28,12.38,66.95,66.95,0
"GA164","NC103","GA164","NC103",72.24,71.18,71.15,0.2,6.98,0.68,66.46,75.65,11.01,10.7,-0.09,"GA164","NC103",NA,10.8,10.82,0.08,1.44,0.12,8.71,12.86,71.44,70.7,-0.09
"GA164","NC104","GA164","NC104",73.36,65.96,66,0.23,7.67,0.76,61.19,70.84,11.76,11.08,-0.15,"GA164","NC104",NA,11.45,11.44,0.07,1.67,0.15,9.21,13.7,66.83,65.35,-0.15
"GA164","NC107","GA164","NC107",72,68.35,68.37,0.24,7.9,0.83,63.43,73.23,10.8,11.08,0.04,"GA164","NC107",NA,10.91,10.94,0.09,2.4,0.23,8.24,13.59,68.23,68.53,0.04
"GA164","NC108","GA164","NC108",75.14,67.43,67.45,0.16,6.33,0.72,63.1,71.84,11.96,11.47,-0.13,"GA164","NC108",NA,11.69,11.69,0.07,1.67,0.15,9.48,13.95,67.81,66.84,-0.13
"GA164","NC109","GA164","NC109",71.55,68.48,68.49,0.19,7.25,0.71,63.76,73.11,9.49,9.58,0.02,"GA164","NC109",NA,9.54,9.57,0.11,2.51,0.22,6.84,12.29,68.41,68.64,0.02
"GA164","NC120","GA164","NC120",73.5,69.51,69.51,0.16,4.84,0.53,65.66,73.23,11.48,10.46,-0.24,"GA164","NC120",NA,10.92,10.94,0.09,1.45,0.14,8.89,13.05,70.3,68.57,-0.24
"GA164","SC001","GA164","SC001",78.03,70.59,70.58,0.24,8.19,0.79,65.65,75.53,13.06,13.03,-0.04,"GA164","SC001",NA,13,12.99,0.09,1.8,0.16,10.66,15.32,70.85,70.33,-0.04
"GA164","SC004","GA164","SC004",76.17,69.74,69.7,0.22,7.41,0.65,64.97,74.35,13.52,13.42,-0.05,"GA164","SC004",NA,13.45,13.46,0.06,1.04,0.14,11.69,15.22,69.82,69.54,-0.05
"GA164","SC005","GA164","SC005",72.15,71.59,71.55,0.19,5.45,0.52,67.5,75.6,11.57,11.63,0,"GA164","SC005",NA,11.46,11.48,0.11,1.87,0.12,9.11,13.81,71.61,71.71,0
"GA164","SC037","GA164","SC037",75.26,69.63,69.62,0.2,7.32,0.7,64.86,74.31,10.82,11.57,0.13,"GA164","SC037",NA,11.15,11.17,0.08,2.18,0.2,8.57,13.69,69.11,70.35,0.13
"GA164","TX017","GA164","TX017",71,67.12,67.15,0.18,5.18,0.39,63.21,71.13,11.87,11.31,-0.11,"GA164","TX017",NA,11.63,11.64,0.09,1.76,0.21,9.34,13.91,67.52,66.69,-0.11
"GA164","TX018","GA164","TX018",73.3,67.27,67.28,0.17,8.76,0.62,62.2,72.43,11.7,12.04,0.09,"GA164","TX018",NA,11.86,11.86,0.08,1.54,0.17,9.72,14.03,66.9,67.55,0.09
"GA164","TX021","GA164","TX021",74.07,68.58,68.64,0.19,6.49,0.63,64.2,73.1,13.69,14.09,0.09,"GA164","TX021",NA,13.82,13.83,0.08,1.84,0.17,11.48,16.2,68.36,69.1,0.09
"GA164","TX023","GA164","TX023",78.26,69.65,69.69,0.18,5.5,0.46,65.6,73.71,12.38,12.65,0.07,"GA164","TX023",NA,12.44,12.48,0.09,1.82,0.17,10.14,14.83,69.37,69.89,0.07
"GA164","VA028","GA164","VA028",NA,70.05,70.04,0.15,5.35,0.49,66.05,74.01,10.46,10.9,0.05,"GA164","VA028",NA,10.62,10.67,0.1,2.33,0.21,8.01,13.28,69.9,70.26,0.05
"GA164","VA029","GA164","VA029",NA,67.67,67.7,0.16,5.51,0.51,63.6,71.74,9.93,10.18,0.05,"GA164","VA029",NA,10.01,10.04,0.08,1.71,0.13,7.78,12.29,67.63,67.84,0.05
"GA164","VA031","GA164","VA031",NA,70.08,70.06,0.17,5.67,0.64,65.95,74.21,11.81,11.97,0.03,"GA164","VA031",NA,11.9,11.92,0.07,1.83,0.18,9.55,14.25,69.92,70.28,0.03
"GA164","VA157","GA164","VA157",NA,69.73,69.71,0.17,4.96,0.52,65.83,73.54,11.36,10.73,-0.14,"GA164","VA157",NA,10.98,10.99,0.09,1.72,0.15,8.7,13.24,70.18,69.12,-0.14
"LA136","LA137","LA136","LA137",76.96,72.26,72.26,0.18,5.17,0.44,68.35,76.2,10.64,11.44,0.14,"LA136","LA137",NA,11.03,11.02,0.08,2.25,0.23,8.44,13.58,71.71,72.72,0.14
"LA136","LA143","LA136","LA143",NA,71.96,71.99,0.16,5.69,0.55,67.86,76.12,10.04,11.13,0.18,"LA136","LA143",NA,10.53,10.54,0.08,2.69,0.19,7.69,13.38,71.24,72.62,0.18
"LA136","LA144","LA136","LA144",NA,70.81,70.82,0.2,8.42,0.96,65.78,75.84,8.06,9.74,0.33,"LA136","LA144",NA,8.89,8.89,0.07,2.06,0.25,6.43,11.41,69.05,72.34,0.33
"LA136","MD001","LA136","MD001",NA,70.31,70.33,0.17,6.09,0.65,66.03,74.58,8.5,9.35,0.19,"LA136","MD001",NA,8.94,8.95,0.09,1.43,0.13,6.88,11.05,69.51,71.21,0.19
"LA136","MD002","LA136","MD002",NA,71.28,71.29,0.17,6.39,0.75,66.92,75.67,9.26,9.5,0.05,"LA136","MD002",NA,9.41,9.39,0.1,1.91,0.22,7.01,11.79,71.05,71.43,0.05
"LA136","MD033","LA136","MD033",NA,72.73,72.75,0.2,7.15,0.76,68.05,77.36,10.12,12.35,0.37,"LA136","MD033",NA,11.18,11.15,0.1,3.06,0.26,8.11,14.19,71.04,74.45,0.37
"LA136","MD034","LA136","MD034",NA,70.7,70.73,0.17,4.91,0.44,66.87,74.56,7.71,8.31,0.13,"LA136","MD034",NA,8.02,8,0.1,1.86,0.16,5.66,10.39,70.4,71.23,0.13
"LA136","NC103","LA136","NC103",73.76,74.95,74.92,0.18,7.23,0.65,70.23,79.54,7.59,9.32,0.39,"LA136","NC103",6.96,8.47,8.46,0.09,1.69,0.14,6.2,10.73,73.06,76.66,0.39
"LA136","NC104","LA136","NC104",74.88,69.73,69.79,0.23,10.01,1.14,64.29,75.19,8.65,9.58,0.19,"LA136","NC104",NA,9.11,9.1,0.08,2.26,0.15,6.48,11.68,68.66,70.65,0.19
"LA136","NC107","LA136","NC107",73.52,72.12,72.11,0.17,5.66,0.52,67.9,76.21,8.53,8.81,0.07,"LA136","NC107",8.23,8.58,8.58,0.06,1.24,0.08,6.65,10.53,71.89,72.49,0.07
"LA136","NC108","LA136","NC108",76.66,71.2,71.22,0.2,9.2,1.12,65.98,76.48,8.69,9.96,0.26,"LA136","NC108",9.44,9.36,9.34,0.08,1.9,0.13,6.95,11.7,69.84,72.56,0.26
